transaction_id,account_id,transaction_date,transaction_type,amount,channel,merchant_category
518,68,8/13/2026,Transfer,7268,Mobile,Groceries
519,69,10/12/2025,Debit,6231,Web,Retail
520,70,2/5/2026,Debit,7120,Mobile,Other
521,71,4/3/2026,Transfer,9816,ATM,Retail
522,72,1/24/2026,ATM,7197,Mobile,Entertainment
523,73,4/2/2026,ATM,6708,ATM,Groceries
524,74,6/26/2026,Transfer,6360,Mobile,Entertainment
525,75,9/17/2025,Transfer,8091,Branch,Utilities
526,76,11/7/2025,ATM,6659,Mobile,Fuel
527,77,6/2/2026,ATM,8334,Web,Retail
528,78,7/14/2026,ATM,5596,ATM,Utilities
529,79,2/25/2026,Debit,5556,Mobile,Utilities
530,80,5/6/2026,Transfer,5030,Mobile,Fuel
531,81,8/23/2026,ATM,6765,Mobile,Fuel
532,82,12/7/2025,Credit,6443,Mobile,Fuel
533,83,9/26/2025,ATM,6388,Web,Utilities
534,84,2/22/2026,Debit,6917,Branch,Utilities
535,85,9/15/2025,ATM,9505,ATM,Entertainment
536,86,9/29/2025,Transfer,9307,Mobile,Utilities
537,87,10/12/2025,Debit,9892,Web,Other
538,88,3/20/2026,Debit,9997,Web,Groceries
539,89,2/19/2026,Transfer,7293,Mobile,Retail
540,90,10/4/2025,Credit,8808,Web,Utilities
541,91,8/18/2026,Transfer,8685,Web,Utilities
542,92,11/20/2025,Debit,5954,ATM,Fuel
543,93,3/14/2026,Credit,9278,Mobile,Utilities
544,94,4/26/2026,Debit,6677,ATM,Utilities
545,95,7/5/2026,ATM,6711,Mobile,Other
546,96,7/23/2026,ATM,9671,Web,Fuel
547,97,1/3/2026,Credit,9473,Mobile,Utilities
548,98,7/1/2026,Credit,6554,ATM,Fuel
549,99,10/28/2025,ATM,8520,Web,Groceries
550,100,9/2/2026,Debit,9472,Web,Other
551,101,9/17/2025,ATM,8385,Web,Fuel
552,102,4/5/2026,Credit,7787,Branch,Utilities
553,103,8/4/2026,ATM,6337,ATM,Entertainment
554,104,7/5/2026,ATM,8334,Mobile,Retail
555,105,10/1/2025,Debit,9189,Mobile,Retail
556,106,10/13/2025,ATM,7906,Web,Entertainment
557,107,8/14/2026,Credit,6014,Mobile,Groceries
558,108,9/26/2025,ATM,8646,Mobile,Groceries
559,109,3/25/2026,Transfer,5533,Web,Entertainment
560,110,9/13/2025,ATM,8242,Web,Other
561,111,11/14/2025,Transfer,8085,ATM,Utilities
562,112,2/15/2026,Debit,7224,ATM,Retail
563,113,12/23/2025,Credit,8926,Web,Retail
564,114,2/5/2026,Credit,7634,Branch,Utilities
565,115,12/9/2025,Credit,5753,Web,Entertainment
566,116,4/2/2026,ATM,5981,ATM,Retail
567,117,12/20/2025,Debit,8516,Branch,Groceries
568,118,10/2/2025,Debit,9748,ATM,Retail
569,119,8/28/2026,Debit,8573,Branch,Utilities
570,120,12/4/2025,Credit,8270,ATM,Fuel
571,121,4/21/2026,ATM,8477,Web,Fuel
572,122,2/7/2026,Credit,8431,Branch,Utilities
573,123,8/7/2026,Debit,5182,Branch,Other
574,124,10/17/2025,Transfer,5320,Mobile,Retail
575,125,10/25/2025,Debit,8759,Branch,Groceries
576,126,2/25/2026,Credit,9157,Mobile,Fuel
577,127,4/25/2026,Debit,5366,Web,Fuel
578,128,9/7/2026,Credit,6225,ATM,Other
579,129,4/2/2026,ATM,8215,Branch,Entertainment
580,130,9/27/2025,Debit,7520,Web,Fuel
581,131,4/21/2026,Credit,5627,Branch,Utilities
582,132,4/7/2026,Credit,9807,Branch,Utilities
583,133,4/1/2026,Credit,7951,ATM,Retail
584,134,12/19/2025,Transfer,7310,ATM,Groceries
585,135,5/22/2026,Transfer,5399,Web,Retail
586,136,6/5/2026,Transfer,7617,ATM,Utilities
587,137,12/7/2025,ATM,7594,Branch,Utilities
588,138,2/22/2026,Debit,5969,Branch,Utilities
589,139,8/9/2026,ATM,7381,ATM,Fuel
590,140,12/28/2025,ATM,9787,Mobile,Groceries
591,141,7/25/2026,Transfer,8829,Branch,Groceries
592,142,8/26/2026,Debit,6494,Mobile,Fuel
593,143,3/15/2026,ATM,8499,Branch,Entertainment
594,144,12/15/2025,Transfer,7843,Mobile,Retail
595,145,1/2/2026,Debit,8840,Branch,Groceries
596,146,9/18/2025,ATM,7271,ATM,Other
597,147,12/27/2025,Transfer,9617,Branch,Groceries
598,148,11/5/2025,Debit,9067,ATM,Utilities
599,149,6/16/2026,Transfer,9186,Branch,Retail
600,150,10/7/2025,Debit,9442,Mobile,Entertainment
601,1,2/1/2026,ATM,7781,Web,Other
602,2,8/20/2026,Debit,9656,Web,Other
603,3,3/30/2026,ATM,7712,ATM,Retail
604,4,1/1/2026,ATM,5295,Mobile,Groceries
605,5,2/16/2026,Debit,5678,Mobile,Entertainment
606,6,2/6/2026,ATM,9675,ATM,Utilities
607,7,8/10/2026,ATM,6510,ATM,Groceries
608,8,2/15/2026,Debit,8041,Branch,Retail
609,9,6/17/2026,Transfer,6349,ATM,Retail
610,10,8/22/2026,Debit,7853,Mobile,Other
611,11,2/4/2026,Debit,9245,Mobile,Utilities
612,12,5/4/2026,ATM,9109,ATM,Retail
613,13,10/28/2025,Transfer,9199,Branch,Utilities
614,14,6/11/2026,Transfer,8629,Web,Utilities
615,15,9/4/2026,ATM,7537,Branch,Other
616,16,9/16/2025,ATM,5668,Web,Fuel
617,17,1/9/2026,Transfer,5854,Mobile,Utilities
618,18,12/1/2025,Debit,7472,ATM,Other
619,19,4/9/2026,ATM,5167,Web,Retail
620,20,4/17/2026,Debit,7704,ATM,Entertainment
621,21,7/13/2026,Credit,7909,ATM,Utilities
622,22,4/16/2026,ATM,9079,Mobile,Other
623,23,5/6/2026,Credit,8253,Web,Utilities
624,24,9/6/2026,Debit,5121,Branch,Entertainment
625,25,12/29/2025,Credit,6867,Mobile,Entertainment
626,26,5/12/2026,Transfer,6244,Web,Other
627,27,1/15/2026,Debit,6642,ATM,Other
628,28,5/10/2026,ATM,6259,ATM,Fuel
629,29,8/20/2026,Debit,6025,Web,Utilities
630,30,3/12/2026,Transfer,5059,Branch,Groceries
631,31,2/13/2026,Credit,6516,ATM,Retail
632,32,7/14/2026,Debit,9241,Branch,Other
633,33,7/26/2026,ATM,9209,Mobile,Retail
634,34,8/20/2026,Transfer,6494,Branch,Entertainment
635,35,3/18/2026,Credit,6669,Mobile,Other
636,36,1/17/2026,Credit,6285,Mobile,Fuel
637,37,1/17/2026,Debit,7286,Mobile,Utilities
638,38,2/12/2026,Credit,5998,Web,Utilities
639,39,3/7/2026,Debit,6828,Mobile,Entertainment
640,40,5/8/2026,ATM,6537,ATM,Utilities
641,41,3/2/2026,Transfer,7074,ATM,Retail
642,42,11/26/2025,Transfer,6207,Web,Fuel
643,43,1/15/2026,Credit,8338,Web,Groceries
644,44,7/11/2026,Credit,8419,Web,Entertainment
645,45,8/25/2026,Transfer,6399,Mobile,Entertainment
646,46,5/21/2026,Credit,7888,ATM,Entertainment
647,47,8/28/2026,ATM,8595,ATM,Utilities
648,48,4/14/2026,Debit,8553,ATM,Fuel
649,49,1/30/2026,Transfer,5116,Mobile,Fuel
650,50,11/3/2025,Debit,9128,Web,Fuel
651,51,11/13/2025,Transfer,8130,Web,Fuel
652,52,12/2/2025,ATM,5797,Web,Utilities
653,53,9/28/2025,Debit,8784,Mobile,Fuel
654,54,8/2/2026,Debit,7874,Mobile,Retail
655,55,7/29/2026,Debit,6568,Branch,Utilities
656,56,7/6/2026,Debit,8111,ATM,Utilities
657,57,1/2/2026,ATM,9136,Branch,Utilities
658,58,8/8/2026,Credit,6720,Web,Fuel
659,59,3/21/2026,ATM,9460,Mobile,Utilities
660,60,8/22/2026,ATM,8167,Mobile,Groceries
661,61,8/7/2026,ATM,9791,Web,Retail
662,62,4/20/2026,Debit,5389,Web,Fuel
663,63,10/19/2025,Debit,6747,Branch,Fuel
664,64,3/24/2026,Debit,7887,Mobile,Groceries
665,65,3/20/2026,Transfer,5670,Web,Utilities
666,66,9/27/2025,Debit,6690,Web,Entertainment
667,67,6/16/2026,Credit,9143,Branch,Groceries
668,68,9/11/2025,Credit,8731,Web,Fuel
669,69,5/9/2026,ATM,7155,Mobile,Groceries
670,70,4/23/2026,Transfer,9542,Mobile,Retail
671,71,5/29/2026,Credit,5207,Web,Entertainment
672,72,10/30/2025,Debit,6413,Web,Other
673,73,12/6/2025,Transfer,7181,Web,Other
674,74,3/19/2026,Transfer,8133,ATM,Utilities
675,75,1/29/2026,Credit,9015,Branch,Utilities
676,76,10/9/2025,Credit,6382,Mobile,Other
677,77,8/14/2026,ATM,6140,Web,Utilities
678,78,12/12/2025,ATM,6166,Branch,Utilities
679,79,11/14/2025,Transfer,8112,ATM,Utilities
680,80,11/12/2025,ATM,5341,Mobile,Fuel
681,81,6/12/2026,Credit,9893,ATM,Retail
682,82,4/25/2026,Credit,8612,Mobile,Utilities
683,83,7/5/2026,ATM,9442,Mobile,Retail
684,84,1/2/2026,ATM,8628,Web,Retail
685,85,8/29/2026,Transfer,7948,Branch,Other
686,86,7/5/2026,ATM,5538,Mobile,Other
687,87,5/15/2026,Debit,9626,ATM,Retail
688,88,2/5/2026,Debit,9024,Mobile,Other
689,89,1/24/2026,ATM,9964,Branch,Groceries
690,90,2/19/2026,ATM,9358,Branch,Fuel
691,91,5/18/2026,Debit,5173,Mobile,Other
692,92,5/24/2026,ATM,9011,Branch,Entertainment
693,93,3/25/2026,Debit,5970,Web,Retail
694,94,3/31/2026,Transfer,5745,Mobile,Fuel
695,95,5/28/2026,ATM,6078,Web,Fuel
696,96,6/13/2026,Transfer,6155,Web,Fuel
697,97,3/19/2026,ATM,9391,Branch,Retail
698,98,1/23/2026,Credit,6435,Mobile,Fuel
699,99,12/12/2025,Transfer,5203,Mobile,Retail
700,100,7/14/2026,Debit,6163,Branch,Groceries
701,101,10/31/2025,Credit,6243,Mobile,Groceries
702,102,6/10/2026,Credit,6167,Branch,Groceries
703,103,1/27/2026,Debit,7671,Mobile,Entertainment
704,104,7/1/2026,Debit,7519,ATM,Utilities
705,105,2/5/2026,ATM,7074,Branch,Utilities
706,106,2/19/2026,Transfer,9333,ATM,Other
707,107,8/15/2026,Debit,7590,Web,Groceries
708,108,5/31/2026,Transfer,5545,Web,Retail
709,109,9/16/2025,Debit,9985,ATM,Groceries
710,110,7/10/2026,ATM,6655,ATM,Fuel
711,111,4/19/2026,ATM,6052,ATM,Entertainment
712,112,9/5/2026,Transfer,9018,ATM,Groceries
713,113,10/16/2025,Debit,9681,Web,Fuel
714,114,12/26/2025,Credit,8880,Mobile,Retail
715,115,1/17/2026,Debit,8542,ATM,Utilities
716,116,4/6/2026,ATM,8547,Branch,Retail
717,117,12/24/2025,Debit,6435,Branch,Entertainment
718,118,8/14/2026,Transfer,6019,Mobile,Groceries
719,119,6/9/2026,Debit,7797,Web,Fuel
720,120,11/6/2025,Transfer,9565,Web,Fuel
721,121,4/7/2026,Transfer,7225,Web,Other
722,122,1/21/2026,Debit,5229,ATM,Retail
723,123,1/25/2026,Transfer,6123,Web,Fuel
724,124,11/3/2025,Transfer,5859,ATM,Entertainment
725,125,1/23/2026,Debit,8902,Web,Fuel
726,126,11/15/2025,Transfer,7788,Mobile,Other
727,127,4/23/2026,ATM,9250,Web,Utilities
728,128,4/28/2026,Credit,7573,Web,Entertainment
729,129,1/21/2026,ATM,6392,Web,Fuel
730,130,9/3/2026,Credit,5867,ATM,Fuel
731,131,12/4/2025,Credit,5883,ATM,Entertainment
732,132,4/3/2026,Credit,6991,Mobile,Other
733,133,7/10/2026,Credit,6866,ATM,Groceries
734,134,12/5/2025,Debit,9467,Mobile,Groceries
735,135,5/13/2026,ATM,9868,Web,Retail
736,136,4/1/2026,ATM,9661,Branch,Other
737,137,1/12/2026,ATM,8467,Branch,Other
738,138,1/29/2026,Transfer,8044,Web,Groceries
739,139,11/3/2025,Credit,9846,Web,Retail
740,140,5/30/2026,Debit,9299,Branch,Other
741,141,8/7/2026,Transfer,5026,Branch,Entertainment
742,142,5/18/2026,Credit,5126,Branch,Utilities
743,143,5/4/2026,ATM,6095,Mobile,Utilities
744,144,5/23/2026,Transfer,9409,Mobile,Groceries
745,145,11/19/2025,ATM,6978,Mobile,Groceries
746,146,5/28/2026,Transfer,5044,Web,Retail
747,147,1/2/2026,ATM,9029,ATM,Other
748,148,3/5/2026,Transfer,8677,ATM,Entertainment
749,149,4/29/2026,Debit,7496,Web,Fuel
750,150,8/15/2026,Credit,7424,Mobile,Groceries
751,1,9/9/2026,Debit,8244,Mobile,Utilities
752,2,6/8/2026,Debit,7456,Branch,Fuel
753,3,3/7/2026,ATM,6946,Mobile,Other
754,4,1/10/2026,Debit,7568,Web,Utilities
755,5,2/24/2026,Transfer,6234,ATM,Groceries
756,6,5/23/2026,Credit,7126,Branch,Groceries
757,7,9/16/2025,Credit,7332,ATM,Groceries
758,8,11/23/2025,Debit,5936,Mobile,Fuel
759,9,6/1/2026,ATM,8680,ATM,Groceries
760,10,12/2/2025,Debit,9793,Web,Entertainment
761,11,7/19/2026,Transfer,8047,ATM,Other
762,12,11/5/2025,ATM,6332,Branch,Utilities
763,13,11/21/2025,Debit,9665,Branch,Retail
764,14,7/9/2026,Debit,6465,Web,Other
765,15,1/13/2026,Debit,7473,ATM,Groceries
766,16,8/21/2026,ATM,7436,Web,Groceries
767,17,5/3/2026,ATM,8353,Branch,Entertainment
768,18,4/6/2026,ATM,6743,Mobile,Groceries
769,19,8/30/2026,Transfer,9189,Web,Retail
770,20,4/13/2026,ATM,7113,Mobile,Utilities
771,21,1/3/2026,Debit,9405,ATM,Groceries
772,22,7/26/2026,ATM,6178,Mobile,Retail
773,23,4/15/2026,ATM,6384,ATM,Utilities
774,24,6/8/2026,Credit,5132,Web,Entertainment
775,25,12/18/2025,Credit,5512,Web,Other
776,26,6/23/2026,Credit,8931,Branch,Groceries
777,27,2/24/2026,Debit,8894,Branch,Groceries
778,28,5/15/2026,Transfer,9984,Mobile,Utilities
779,29,11/12/2025,Transfer,9227,Mobile,Entertainment
780,30,2/9/2026,Transfer,8680,Web,Utilities
781,31,10/7/2025,Transfer,8042,Mobile,Groceries
782,32,5/29/2026,Credit,6268,Web,Other
783,33,5/13/2026,Transfer,9960,ATM,Entertainment
784,34,6/16/2026,ATM,5512,ATM,Other
785,35,4/26/2026,Credit,8679,ATM,Retail
786,36,9/1/2026,Transfer,6660,Mobile,Retail
787,37,2/5/2026,ATM,8250,Web,Other
788,38,8/13/2026,Credit,5277,Branch,Utilities
789,39,8/8/2026,Credit,7427,ATM,Other
790,40,5/3/2026,Debit,6350,Web,Fuel
791,41,12/30/2025,ATM,9468,Web,Entertainment
792,42,5/26/2026,Credit,9464,Web,Other
793,43,4/21/2026,Debit,8315,Mobile,Fuel
794,44,11/11/2025,Credit,6399,Mobile,Retail
795,45,3/17/2026,ATM,9793,Web,Entertainment
796,46,3/16/2026,Debit,9466,Branch,Entertainment
797,47,6/14/2026,ATM,7866,Branch,Utilities
798,48,12/12/2025,Debit,5888,Branch,Utilities
799,49,5/25/2026,ATM,9798,Branch,Retail
800,50,2/22/2026,ATM,9900,Mobile,Other
801,51,1/28/2026,Credit,5896,Branch,Utilities
802,52,3/21/2026,Credit,7637,Branch,Fuel
803,53,2/20/2026,Credit,9661,Mobile,Fuel
804,54,5/30/2026,Credit,8971,Mobile,Retail
805,55,3/11/2026,Transfer,6179,Web,Other
806,56,9/1/2026,Transfer,5583,ATM,Other
807,57,4/3/2026,Transfer,6403,Mobile,Groceries
808,58,12/28/2025,Credit,9256,Web,Utilities
809,59,8/7/2026,Credit,9361,ATM,Fuel
810,60,1/22/2026,Credit,5409,Mobile,Retail
811,61,12/3/2025,ATM,5703,Branch,Fuel
812,62,10/30/2025,Debit,5020,Branch,Other
813,63,12/8/2025,Credit,7484,ATM,Entertainment
814,64,9/16/2025,Debit,7763,Mobile,Fuel
815,65,3/22/2026,Credit,5579,Mobile,Fuel
816,66,6/25/2026,Transfer,6961,Web,Other
817,67,7/7/2026,Debit,8639,Mobile,Entertainment
818,68,6/8/2026,Transfer,8520,Web,Other
819,69,8/18/2026,Debit,5117,ATM,Retail
820,70,5/14/2026,ATM,8471,Branch,Retail
821,71,7/2/2026,Debit,9619,ATM,Utilities
822,72,9/21/2025,ATM,5521,Branch,Retail
823,73,8/15/2026,Transfer,7687,Branch,Other
824,74,7/30/2026,Transfer,8671,ATM,Fuel
825,75,10/1/2025,ATM,7647,Web,Retail
826,76,7/30/2026,Credit,7967,Mobile,Entertainment
827,77,10/26/2025,Credit,6743,Branch,Groceries
828,78,4/10/2026,Credit,5510,Branch,Retail
829,79,3/31/2026,ATM,5805,Branch,Retail
830,80,12/6/2025,Credit,9421,Mobile,Other
831,81,8/18/2026,Transfer,9999,ATM,Retail
832,82,11/11/2025,ATM,6810,Branch,Utilities
833,83,4/29/2026,Credit,9503,Mobile,Entertainment
834,84,5/23/2026,Debit,6088,Mobile,Entertainment
835,85,5/17/2026,Credit,6120,Branch,Other
836,86,10/26/2025,ATM,9810,Web,Groceries
837,87,4/14/2026,Debit,9331,ATM,Entertainment
838,88,9/10/2026,Transfer,8320,Branch,Other
839,89,7/2/2026,Credit,9129,Branch,Utilities
840,90,4/25/2026,Debit,9018,Mobile,Other
841,91,11/15/2025,Credit,7926,Web,Fuel
842,92,12/4/2025,ATM,5350,Branch,Other
843,93,1/8/2026,Transfer,8477,ATM,Entertainment
844,94,5/26/2026,ATM,8599,Branch,Groceries
845,95,1/18/2026,Debit,7156,Branch,Other
846,96,12/2/2025,ATM,8962,Mobile,Retail
847,97,12/26/2025,Credit,6399,Web,Groceries
848,98,7/18/2026,Debit,8941,ATM,Retail
849,99,6/27/2026,ATM,5984,ATM,Fuel
850,100,2/10/2026,Debit,9073,Mobile,Groceries
851,101,10/5/2025,ATM,6678,Branch,Utilities
852,102,3/16/2026,Credit,8032,Mobile,Retail
853,103,11/13/2025,Debit,5908,Branch,Retail
854,104,8/31/2026,Credit,5546,Branch,Retail
855,105,12/20/2025,ATM,9526,Mobile,Groceries
856,106,12/25/2025,Credit,5242,Web,Retail
857,107,6/23/2026,Debit,8040,Web,Utilities
858,108,4/30/2026,Transfer,9887,Branch,Retail
859,109,6/15/2026,ATM,5159,Web,Groceries
860,110,7/7/2026,Transfer,8636,Branch,Fuel
861,111,10/30/2025,Debit,7879,Mobile,Utilities
862,112,6/4/2026,Credit,9980,Branch,Other
863,113,8/28/2026,Debit,9983,Mobile,Groceries
864,114,1/12/2026,Debit,6777,Mobile,Utilities
865,115,6/29/2026,Debit,7242,Web,Other
866,116,1/29/2026,Debit,6480,ATM,Retail
867,117,9/14/2025,ATM,6593,ATM,Entertainment
868,118,10/29/2025,Credit,5274,Web,Groceries
869,119,7/10/2026,Transfer,6740,Mobile,Entertainment
870,120,8/26/2026,Debit,6643,Branch,Other
871,121,2/3/2026,Credit,9581,Branch,Groceries
872,122,11/19/2025,Debit,8516,Mobile,Other
873,123,2/17/2026,Transfer,9908,ATM,Other
874,124,1/18/2026,ATM,9606,Branch,Utilities
875,125,6/1/2026,Debit,7032,Mobile,Other
876,126,10/25/2025,Credit,7027,ATM,Other
877,127,9/9/2026,Transfer,6234,ATM,Utilities
878,128,1/22/2026,ATM,9921,Mobile,Utilities
879,129,8/31/2026,Credit,8032,Web,Fuel
880,130,10/25/2025,Credit,8038,Web,Fuel
881,131,3/12/2026,Credit,5156,Web,Groceries
882,132,7/4/2026,Debit,7921,ATM,Fuel
883,133,7/14/2026,Credit,7274,ATM,Retail
884,134,10/26/2025,Credit,9278,Web,Utilities
885,135,5/1/2026,ATM,9430,Web,Utilities
886,136,6/29/2026,ATM,8972,Branch,Groceries
887,137,11/15/2025,Debit,5125,Web,Utilities
888,138,3/30/2026,Transfer,8196,Branch,Retail
889,139,2/10/2026,Debit,9316,Branch,Retail
890,140,1/31/2026,Debit,5999,Web,Entertainment
891,141,1/27/2026,Credit,9124,Web,Entertainment
892,142,4/21/2026,Debit,9431,Mobile,Retail
893,143,12/25/2025,Debit,8128,ATM,Groceries
894,144,4/12/2026,ATM,8153,Branch,Groceries
895,145,8/14/2026,Credit,9070,Branch,Groceries
896,146,7/15/2026,Transfer,6518,Web,Groceries
897,147,7/4/2026,ATM,6709,Web,Other
898,148,12/8/2025,Debit,5441,Web,Entertainment
899,149,1/22/2026,ATM,8793,Mobile,Retail
900,150,8/5/2026,Credit,7610,Branch,Utilities
901,1,10/29/2025,Transfer,5177,Web,Groceries
902,2,10/7/2025,Credit,9395,Web,Groceries
903,3,5/24/2026,Credit,9170,Branch,Utilities
904,4,10/27/2025,ATM,8200,ATM,Utilities
905,5,9/11/2025,ATM,5902,Web,Groceries
906,6,2/13/2026,ATM,8312,Web,Groceries
907,7,4/3/2026,Credit,7288,Mobile,Entertainment
908,8,5/11/2026,Credit,8330,Branch,Fuel
909,9,11/18/2025,Debit,5081,Branch,Groceries
910,10,5/17/2026,Credit,5498,ATM,Entertainment
911,11,3/29/2026,ATM,5679,Branch,Retail
912,12,10/20/2025,Transfer,9783,Branch,Retail
913,13,7/23/2026,Transfer,5672,Web,Entertainment
914,14,11/13/2025,Credit,7903,Mobile,Utilities
915,15,12/13/2025,ATM,7429,Mobile,Retail
916,16,3/17/2026,Transfer,7993,Web,Other
917,17,8/23/2026,Debit,8194,Mobile,Other
918,18,6/10/2026,ATM,8131,Web,Other
919,19,1/20/2026,Credit,8026,Web,Other
920,20,8/12/2026,Debit,9686,Branch,Other
921,21,4/6/2026,Credit,6436,Mobile,Other
922,22,8/23/2026,Transfer,6492,Branch,Retail
923,23,2/28/2026,ATM,8915,Mobile,Utilities
924,24,7/30/2026,Debit,7521,Branch,Other
925,25,5/10/2026,ATM,8832,Web,Groceries
926,26,11/9/2025,Credit,8573,ATM,Other
927,27,5/27/2026,Debit,6145,ATM,Groceries
928,28,10/21/2025,Transfer,6503,Mobile,Entertainment
929,29,12/27/2025,Debit,5974,Branch,Fuel
930,30,12/19/2025,Transfer,8058,ATM,Entertainment
931,31,9/27/2025,ATM,7394,Web,Retail
932,32,3/2/2026,Debit,6129,Branch,Groceries
933,33,10/14/2025,Transfer,7563,Mobile,Entertainment
934,34,1/19/2026,Transfer,5783,Branch,Retail
935,35,4/1/2026,Debit,6790,Branch,Other
936,36,4/16/2026,Transfer,9977,Mobile,Other
937,37,3/3/2026,ATM,9361,Web,Groceries
938,38,11/13/2025,Transfer,7757,Web,Retail
939,39,7/14/2026,Debit,7083,Branch,Fuel
940,40,2/4/2026,Debit,7154,Mobile,Utilities
941,41,6/4/2026,Transfer,6440,ATM,Other
942,42,1/10/2026,Debit,8073,ATM,Fuel
943,43,8/8/2026,ATM,9231,Web,Retail
944,44,11/9/2025,Credit,9807,Mobile,Utilities
945,45,3/22/2026,ATM,5631,Web,Groceries
946,46,11/1/2025,Transfer,9091,Web,Fuel
947,47,12/3/2025,ATM,8209,Branch,Fuel
948,48,12/9/2025,Transfer,8867,ATM,Other
949,49,12/10/2025,Transfer,5141,Web,Fuel
950,50,9/23/2025,ATM,9340,Branch,Entertainment
951,51,5/18/2026,Transfer,5122,Mobile,Other
952,52,4/24/2026,ATM,5348,Mobile,Retail
953,53,5/6/2026,Credit,5835,Web,Groceries
954,54,4/30/2026,Credit,8734,ATM,Fuel
955,55,9/14/2025,Debit,5276,Branch,Utilities
956,56,8/3/2026,Debit,6678,ATM,Other
957,57,12/26/2025,Credit,9030,Mobile,Retail
958,58,7/30/2026,Credit,7343,ATM,Utilities
959,59,8/28/2026,Transfer,9360,Branch,Utilities
960,60,9/12/2025,Debit,8612,Branch,Other
961,61,5/25/2026,Credit,6658,Branch,Groceries
962,62,12/26/2025,Debit,7559,ATM,Entertainment
963,63,5/2/2026,Debit,6789,Branch,Other
964,64,1/16/2026,ATM,5147,Mobile,Retail
965,65,6/2/2026,Debit,5995,Mobile,Retail
966,66,10/24/2025,Credit,6121,ATM,Other
967,67,4/13/2026,Credit,7735,ATM,Entertainment
968,68,12/25/2025,ATM,8498,ATM,Utilities
969,69,12/7/2025,Transfer,6289,Branch,Groceries
970,70,10/3/2025,Credit,8353,Branch,Other
971,71,7/26/2026,Credit,5493,Mobile,Entertainment
972,72,1/3/2026,Credit,7211,Branch,Entertainment
973,73,8/24/2026,Transfer,7500,ATM,Retail
974,74,12/15/2025,Debit,7911,Mobile,Fuel
975,75,10/8/2025,Transfer,7204,Web,Fuel
976,76,11/28/2025,Debit,5121,Web,Retail
977,77,8/13/2026,Debit,5557,ATM,Entertainment
978,78,4/5/2026,Debit,9716,Mobile,Retail
979,79,10/8/2025,ATM,6651,Web,Retail
980,80,6/6/2026,ATM,8553,ATM,Other
981,81,4/25/2026,ATM,5376,Web,Entertainment
982,82,1/2/2026,Debit,8381,Branch,Entertainment
983,83,11/27/2025,Credit,7507,Branch,Utilities
984,84,8/19/2026,Credit,9324,ATM,Utilities
985,85,10/8/2025,ATM,8675,Mobile,Utilities
986,86,11/2/2025,Credit,6979,ATM,Entertainment
987,87,1/20/2026,Transfer,9349,Branch,Fuel
988,88,9/24/2025,ATM,7835,Web,Utilities
989,89,12/12/2025,Credit,5007,ATM,Groceries
990,90,11/3/2025,ATM,9937,ATM,Other
991,91,4/4/2026,Transfer,6859,Web,Fuel
992,92,8/13/2026,Credit,7192,ATM,Fuel
993,93,12/16/2025,Debit,9927,ATM,Utilities
994,94,3/13/2026,Credit,5745,Branch,Retail
995,95,8/10/2026,Credit,6815,Branch,Utilities
996,96,2/26/2026,ATM,8207,Branch,Other
997,97,5/24/2026,ATM,6492,Mobile,Entertainment
998,98,11/19/2025,Credit,7609,Mobile,Entertainment
999,99,4/7/2026,Debit,7801,Branch,Fuel
1000,100,12/24/2025,ATM,9846,ATM,Other
